ExternalID,CategoryName,CategoryLevel,ParentCategoryExternalID,Non Taxable Flag,,
601 02A 152 Leaf,601 02A 152 Leaf,3,601 02A Gum/Mints,n,,
601 02A 224 Cinn-A-Burst,601 02A 224 Cinn-A-Burst,3,601 02A Gum/Mints,n,,
601 02A 500 Hispanic,601 02A 500 Hispanic,3,601 02A Gum/Mints,n,,
601 02A 510 Tic-Tac,601 02A 510 Tic-Tac,3,601 02A Gum/Mints,n,,
601 02A 520 Warner Lambert,601 02A 520 Warner Lambert,3,601 02A Gum/Mints,n,,
601 02A 522 Certs,601 02A 522 Certs,3,601 02A Gum/Mints,n,,
601 02A 712 Breathsavers,601 02A 712 Breathsavers,3,601 02A Gum/Mints,n,,
601 02A 720 Mentos,601 02A 720 Mentos,3,601 02A Gum/Mints,n,,
601 02A 730 Altoids,601 02A 730 Altoids,3,601 02A Gum/Mints,n,,
601 02A 740 Smint,601 02A 740 Smint,3,601 02A Gum/Mints,n,,
601 02A 900 Shippers,601 02A 900 Shippers,3,601 02A Gum/Mints,n,,
601 02A 910 GC Gum/Mints,601 02A 910 GC Gum/Mints,3,601 02A Gum/Mints,n,,
601 02A ENG Energy,601 02A ENG Energy,3,601 02A Gum/Mints,n,,
601 02B 000 Unclassified,601 02B 000 Unclassified,3,601 02B Bag Candy,n,,
601 02B 110 Hershey,601 02B 110 Hershey,3,601 02B Bag Candy,n,,
601 02B 120 Nestle,601 02B 120 Nestle,3,601 02B Bag Candy,n,,
601 02B 130 M&M Mars,601 02B 130 M&M Mars,3,601 02B Bag Candy,n,,
601 02B 200 Brachs,601 02B 200 Brachs,3,601 02B Bag Candy,n,,
601 02B 250 Theater Candy,601 02B 250 Theater Candy,3,601 02B Bag Candy,n,,
601 02B 400 Sathers,601 02B 400 Sathers,3,601 02B Bag Candy,n,,
601 02B 720 Lifesaver,601 02B 720 Lifesaver,3,601 02B Bag Candy,n,,
601 02B 900 Shippers,601 02B 900 Shippers,3,601 02B Bag Candy,n,,
601 02B 910 GC Bag Candy,601 02B 910 GC Bag Candy,3,601 02B Bag Candy,n,,
601 02G 000 Unclassified,601 02G 000 Unclassified,3,601 02G Gum/Mints Kids,n,,
601 02G 900 Shippers,601 02G 900 Shippers,3,601 02G Gum/Mints Kids,n,,
601 02K 000 Kids Candy (Other),601 02K 000 Kids Candy (Other),3,601 02K Candy- Kids,n,,
601 02K 110 Willy Wonka,601 02K 110 Willy Wonka,3,601 02K Candy- Kids,n,,
601 02K 210 Kids Candy/Toy,601 02K 210 Kids Candy/Toy,3,601 02K Candy- Kids,n,,
601 02K 900 Shippers,601 02K 900 Shippers,3,601 02K Candy- Kids,n,,
601 02K 910 GC Candy- Kids,601 02K 910 GC Candy- Kids,3,601 02K Candy- Kids,n,,
601 02S 000 Unclassified,601 02S 000 Unclassified,3,601 02S Candy-Holiday,n,,
601 02S 105 Hershey,601 02S 105 Hershey,3,601 02S Candy-Holiday,n,,
601 02W 000 Unclassified,601 02W 000 Unclassified,3,601 02W Candy W/Flour,n,,
601 02W 100 Candy W/Flour All,601 02W 100 Candy W/Flour All,3,601 02W Candy W/Flour,n,,
601 02W 110 Hershey,601 02W 110 Hershey,3,601 02W Candy W/Flour,n,,
601 02W 130 M&M Mars,601 02W 130 M&M Mars,3,601 02W Candy W/Flour,n,,
601 02W 150 Misc King Size,601 02W 150 Misc King Size,3,601 02W Candy W/Flour,n,,
601 02W 170 Miscellaneous,601 02W 170 Miscellaneous,3,601 02W Candy W/Flour,n,,
601 02W 220 Hershey Ks,601 02W 220 Hershey Ks,3,601 02W Candy W/Flour,n,,
601 02W 900 SHIPPERS,601 02W 900 SHIPPERS,3,601 02W Candy W/Flour,n,,
601 02X 000 Bag Candy W/Flour,601 02X 000 Bag Candy W/Flour,3,601 02X Bag Candy W/Flour,n,,
601 02X 250 Theater Candy W/Fl,601 02X 250 Theater Candy W/Fl,3,601 02X Bag Candy W/Flour,n,,
601 03 000 Unclassified,601 03 000 Unclassified,3,601 03 Cookie/Cracker,n,,
601 03 100 Convenient Packs,601 03 100 Convenient Packs,3,601 03 Cookie/Cracker,n,,
601 03 200 Frito,601 03 200 Frito,3,601 03 Cookie/Cracker,n,,
601 03 300 Other DSD,601 03 300 Other DSD,3,601 03 Cookie/Cracker,n,,
601 03 500 Hispanic,601 03 500 Hispanic,3,601 03 Cookie/Cracker,n,,
601 03 900 Shippers,601 03 900 Shippers,3,601 03 Cookie/Cracker,n,,
601 03 910 GC Cookie/Cracker,601 03 910 GC Cookie/Cracker,3,601 03 Cookie/Cracker,n,,
601 04 000 Energy Bars,601 04 000 Energy Bars,3,601 04 Snack,n,,
601 04 100 Snack Bars,601 04 100 Snack Bars,3,601 04 Snack,n,,
601 04 500 Hispanic,601 04 500 Hispanic,3,601 04 Snack,n,,
601 04 850 Dollar Store,601 04 850 Dollar Store,3,601 04 Snack,n,,
601 04 900 Shippers,601 04 900 Shippers,3,601 04 Snack,n,,
601 04 910 GC Snack,601 04 910 GC Snack,3,601 04 Snack,n,,
601 04A 000 Unclassified,601 04A 000 Unclassified,3,601 04A Chips,n,,
601 04A 100 Frito,601 04A 100 Frito,3,601 04A Chips,n,,
601 04A 105 Doritos,601 04A 105 Doritos,3,601 04A Chips,n,,
601 04A 110 Cheetos,601 04A 110 Cheetos,3,601 04A Chips,n,,
601 04A 115 Tostitos,601 04A 115 Tostitos,3,601 04A Chips,n,,
601 04A 125 Lays/ Baked Lays,601 04A 125 Lays/ Baked Lays,3,601 04A Chips,n,,
601 04A 130 Rold Gold,601 04A 130 Rold Gold,3,601 04A Chips,n,,
601 04A 135 Funyuns,601 04A 135 Funyuns,3,601 04A Chips,n,,
601 04A 140 Ruffles,601 04A 140 Ruffles,3,601 04A Chips,n,,
601 04A 200 Better Made,601 04A 200 Better Made,3,601 04A Chips,n,,
601 04A 210 Private Label Chip,601 04A 210 Private Label Chip,3,601 04A Chips,n,,
601 04A 220 Conns,601 04A 220 Conns,3,601 04A Chips,n,,
601 04A 230 Mister Bee,601 04A 230 Mister Bee,3,601 04A Chips,n,,
601 04A 250 Golden Flake,601 04A 250 Golden Flake,3,601 04A Chips,n,,
601 04A 260 Grandma Shearer,601 04A 260 Grandma Shearer,3,601 04A Chips,n,,
601 04A 270 Grippo,601 04A 270 Grippo,3,601 04A Chips,n,,
601 04A 280 Jays,601 04A 280 Jays,3,601 04A Chips,n,,
601 04A 290 Lance,601 04A 290 Lance,3,601 04A Chips,n,,
601 04A 300 Made Rite,601 04A 300 Made Rite,3,601 04A Chips,n,,
601 04A 310 Mike Sells,601 04A 310 Mike Sells,3,601 04A Chips,n,,
601 04A 320 Old Dutch,601 04A 320 Old Dutch,3,601 04A Chips,n,,
601 04A 325 Ballreich,601 04A 325 Ballreich,3,601 04A Chips,n,,
601 04A 330 Snyder Of Berlin,601 04A 330 Snyder Of Berlin,3,601 04A Chips,n,,
601 04A 340 Toms,601 04A 340 Toms,3,601 04A Chips,n,,
601 04A 350 Seyferts,601 04A 350 Seyferts,3,601 04A Chips,n,,
601 04A 360 Dan-Dee,601 04A 360 Dan-Dee,3,601 04A Chips,n,,
601 04A 380 Kitchen Cooked,601 04A 380 Kitchen Cooked,3,601 04A Chips,n,,
601 04A 390 Husman,601 04A 390 Husman,3,601 04A Chips,n,,
601 04A 410 Dips/Salsas,601 04A 410 Dips/Salsas,3,601 04A Chips,n,,
601 04A 411 Frito Dips/Salsas,601 04A 411 Frito Dips/Salsas,3,601 04A Chips,n,,
601 04A 500 Hispanic,601 04A 500 Hispanic,3,601 04A Chips,n,,
601 04A 600 Barcel USA,601 04A 600 Barcel USA,3,601 04A Chips,n,,
601 04A 900 SHIPPERS,601 04A 900 SHIPPERS,3,601 04A Chips,n,,
601 04A 910 GC Chips,601 04A 910 GC Chips,3,601 04A Chips,n,,
601 04B 000 Unclassified,601 04B 000 Unclassified,3,601 04B Salty,n,,
601 04B 100 Frito,601 04B 100 Frito,3,601 04B Salty,n,,
601 04B 200 Other DSD,601 04B 200 Other DSD,3,601 04B Salty,n,,
601 04B 500 Hispanic,601 04B 500 Hispanic,3,601 04B Salty,n,,
601 04B 900 Shippers,601 04B 900 Shippers,3,601 04B Salty,n,,
601 04B 910 GC Salty,601 04B 910 GC Salty,3,601 04B Salty,n,,
601 04C 000 Unclassified,601 04C 000 Unclassified,3,601 04C Meat Snacks,n,,
601 04C 110 Bridgford,601 04C 110 Bridgford,3,601 04C Meat Snacks,n,,
601 04C 120 Frito,601 04C 120 Frito,3,601 04C Meat Snacks,n,,
601 04C 130 Jack Links,601 04C 130 Jack Links,3,601 04C Meat Snacks,n,,
601 04C 140 Lowery,601 04C 140 Lowery,3,601 04C Meat Snacks,n,,
601 04C 150 Oberto,601 04C 150 Oberto,3,601 04C Meat Snacks,n,,
601 04C 160 Pemmican,601 04C 160 Pemmican,3,601 04C Meat Snacks,n,,
601 04C 180 Slim Jim,601 04C 180 Slim Jim,3,601 04C Meat Snacks,n,,
601 04C 200 Sticks/Steaks,601 04C 200 Sticks/Steaks,3,601 04C Meat Snacks,n,,
601 04C 210 2.5-4.0z Jerky,601 04C 210 2.5-4.0z Jerky,3,601 04C Meat Snacks,n,,
601 04C 220 7.0z Jerky,601 04C 220 7.0z Jerky,3,601 04C Meat Snacks,n,,
601 04C 230 10.0z Jerky,601 04C 230 10.0z Jerky,3,601 04C Meat Snacks,n,,
601 04C 240 Beef & Cheese Stck,601 04C 240 Beef & Cheese Stck,3,601 04C Meat Snacks,n,,
601 04C 250 Bites,601 04C 250 Bites,3,601 04C Meat Snacks,n,,
601 04C 260 Sausages,601 04C 260 Sausages,3,601 04C Meat Snacks,n,,
601 04C 270 Less 2.0z Jerky,601 04C 270 Less 2.0z Jerky,3,601 04C Meat Snacks,n,,
601 04C 280 Bacon Jerky,601 04C 280 Bacon Jerky,3,601 04C Meat Snacks,n,,
601 04C 290 Trky & Cheese Stck,601 04C 290 Trky & Cheese Stck,3,601 04C Meat Snacks,n,,
601 04C 300 Alternatve Protein,601 04C 300 Alternatve Protein,3,601 04C Meat Snacks,n,,
601 04C 310 Chew,601 04C 310 Chew,3,601 04C Meat Snacks,n,,
601 04C 900 Shippers,601 04C 900 Shippers,3,601 04C Meat Snacks,n,,
601 04C 910 GC Meat Snacks,601 04C 910 GC Meat Snacks,3,601 04C Meat Snacks,n,,
601 05 000 Unclassified,601 05 000 Unclassified,3,601 05 Pastry,n,,
601 05 200 Single Serve,601 05 200 Single Serve,3,601 05 Pastry,n,,
601 05 300 Take Home,601 05 300 Take Home,3,601 05 Pastry,n,,
601 05 500 Hispanic,601 05 500 Hispanic,3,601 05 Pastry,n,,
601 05 910 GC Pastry,601 05 910 GC Pastry,3,601 05 Pastry,n,,
601 06 000 Unclassified,601 06 000 Unclassified,3,601 06 Bread,n,,
601 06 500 Hispanic,601 06 500 Hispanic,3,601 06 Bread,n,,
601 06 910 GC Bread,601 06 910 GC Bread,3,601 06 Bread,n,,
601 07 000 Gallon Dairy,601 07 000 Gallon Dairy,3,601 07 Dairy,n,,
601 07 100 Gallon Juices 100%,601 07 100 Gallon Juices 100%,3,601 07 Dairy,n,,
601 07 10A Dairy Drink Gal,601 07 10A Dairy Drink Gal,3,601 07 Dairy,n,,
601 07 200 1/2 Gal Juice 100%,601 07 200 1/2 Gal Juice 100%,3,601 07 Dairy,n,,
601 07 20A Dairy Drink 1/2 Gal,601 07 20A Dairy Drink 1/2 Gal,3,601 07 Dairy,n,,
601 07 210 1/2 Gallon Dairy,601 07 210 1/2 Gallon Dairy,3,601 07 Dairy,n,,
601 07 285 1L Orange Juice,601 07 285 1L Orange Juice,3,601 07 Dairy,n,,
601 07 300 Qt Juices 100%,601 07 300 Qt Juices 100%,3,601 07 Dairy,n,,
601 07 30A Dairy Drink Qt,601 07 30A Dairy Drink Qt,3,601 07 Dairy,n,,
601 07 310 Qt Dairy,601 07 310 Qt Dairy,3,601 07 Dairy,n,,
601 07 400 Pt Juices 100%,601 07 400 Pt Juices 100%,3,601 07 Dairy,n,,
601 07 40A Diary Drink PT,601 07 40A Diary Drink PT,3,601 07 Dairy,n,,
601 07 410 Pt Dairy,601 07 410 Pt Dairy,3,601 07 Dairy,n,,
601 07 495 Whip Cream,601 07 495 Whip Cream,3,601 07 Dairy,n,,
601 07 625 1/2 Pt Milk,601 07 625 1/2 Pt Milk,3,601 07 Dairy,n,,
601 07 710 Cottage Cheese,601 07 710 Cottage Cheese,3,601 07 Dairy,n,,
601 07 720 Sour Cream,601 07 720 Sour Cream,3,601 07 Dairy,n,,
601 07 730 Chip Dips,601 07 730 Chip Dips,3,601 07 Dairy,n,,
601 07 740 Eggs,601 07 740 Eggs,3,601 07 Dairy,n,,
601 07 750 Yogurt,601 07 750 Yogurt,3,601 07 Dairy,n,,
601 07 760 Butter/Margarine,601 07 760 Butter/Margarine,3,601 07 Dairy,n,,
601 07 780 Shakes,601 07 780 Shakes,3,601 07 Dairy,n,,
601 07 790 Milk Drinks - Regio,601 07 790 Milk Drinks - Regio,3,601 07 Dairy,n,,
601 07 805 Smoothies,601 07 805 Smoothies,3,601 07 Dairy,n,,
601 07 910 Rebrand Dairy,601 07 910 Rebrand Dairy,3,601 07 Dairy,n,,
601 07 960 Slim Fast,601 07 960 Slim Fast,3,601 07 Dairy,n,,
601 08 100 5 Quart Ice Cream,601 08 100 5 Quart Ice Cream,3,601 08 Ice Cream,n,,
601 08 200 Half Gallon Ice Cre,601 08 200 Half Gallon Ice Cre,3,601 08 Ice Cream,n,,
601 08 215 56Z Ice Cream,601 08 215 56Z Ice Cream,3,601 08 Ice Cream,n,,
601 08 300 Quart Ice Cream,601 08 300 Quart Ice Cream,3,601 08 Ice Cream,n,,
601 08 305 Qt Sherbet,601 08 305 Qt Sherbet,3,601 08 Ice Cream,n,,
601 08 320 Edys 24Z,601 08 320 Edys 24Z,3,601 08 Ice Cream,n,,
601 08 400 Pint Ice Cream,601 08 400 Pint Ice Cream,3,601 08 Ice Cream,n,,
601 08 405 Pt Sherbet,601 08 405 Pt Sherbet,3,601 08 Ice Cream,n,,
601 08 410 B&J Pt,601 08 410 B&J Pt,3,601 08 Ice Cream,n,,
601 08 420 Haagen Daaz Pt,601 08 420 Haagen Daaz Pt,3,601 08 Ice Cream,n,,
601 08 430 6Pk Novelty,601 08 430 6Pk Novelty,3,601 08 Ice Cream,n,,
601 08 450 12Pk Novelty,601 08 450 12Pk Novelty,3,601 08 Ice Cream,n,,
601 08 700 Novelty Ice Cream,601 08 700 Novelty Ice Cream,3,601 08 Ice Cream,n,,
601 08 910 GC Ice Cream,601 08 910 GC Ice Cream,3,601 08 Ice Cream,n,,
601 09 550 Cheese Package,601 09 550 Cheese Package,3,601 09 Packaged Deli,n,,
601 09 910 GC Packaged Deli,601 09 910 GC Packaged Deli,3,601 09 Packaged Deli,n,,
601 10 000 Unclassified,601 10 000 Unclassified,3,601 10 Bottled-Water,n,,
601 10 910 GC Bottled-Water,601 10 910 GC Bottled-Water,3,601 10 Bottled-Water,n,,
601 11 000 Flvr Wtr Crb,601 11 000 Flvr Wtr Crb,3,601 11 Flavor Water Carb,n,,
601 11A 000 Flvr Wtr Non Crb,601 11A 000 Flvr Wtr Non Crb,3,601 11A Flvr Watr Noncarb,n,,
601 11B 000 Flvr Wtr NC Other,601 11B 000 Flvr Wtr NC Other,3,601 11B Flvr Watr Noncarb Othe,n,,
601 11C 000 Flvr Watr Carb Dai,601 11C 000 Flvr Watr Carb Dai,3,601 11C Flvr Watr Carb Dairy,n,,
601 12 000 Juice 100%,601 12 000 Juice 100%,3,601 12 Juice 100%,n,,
601 12 910 GC Juice 100%,601 12 910 GC Juice 100%,3,601 12 Juice 100%,n,,
601 12A 000 Blend,601 12A 000 Blend,3,601 12A Juice Blend,n,,
601 12A 500 Blocked Do No Use,601 12A 500 Blocked Do No Use,3,601 12A Juice Blend,n,,
601 12A 910 GC Juice Blend,601 12A 910 GC Juice Blend,3,601 12A Juice Blend,n,,
601 12B 000 Juice Blend Carb,601 12B 000 Juice Blend Carb,3,601 12B Juice Blend Carb,n,,
601 12B 910 GC Juice Blend Car,601 12B 910 GC Juice Blend Car,3,601 12B Juice Blend Carb,n,,
601 13 000 Unclassified,601 13 000 Unclassified,3,601 13 Sprtdrk Noncarb,n,,
601 13 910 GC Sprtdrk Noncarb,601 13 910 GC Sprtdrk Noncarb,3,601 13 Sprtdrk Noncarb,n,,
601 13A 000 Unclassified,601 13A 000 Unclassified,3,601 13A Energy Drink Carb,n,,
601 13A 910 GC Energy Drink Ca,601 13A 910 GC Energy Drink Ca,3,601 13A Energy Drink Carb,n,,
601 13B 000 Energy Drink Other,601 13B 000 Energy Drink Other,3,601 13B Energy Drink Other,n,,
601 13B 910 GC Energy Drink Da,601 13B 910 GC Energy Drink Da,3,601 13B Energy Drink Other,n,,
601 13C 000 Energy Drink Nonca,601 13C 000 Energy Drink Nonca,3,601 13C Energy Drink Noncarb,n,,
601 13D 000 Unclassified,601 13D 000 Unclassified,3,601 13D RELAXATION BEVERA,n,,
601 13E 000 Energy Age Restric,601 13E 000 Energy Age Restric,3,601 13E Energy Restricted,n,,
601 14 000 Tea,601 14 000 Tea,3,601 14 Tea,n,,
601 14 01 Gallon Tea,601 14 01 Gallon Tea,3,601 14 Tea,n,,
601 14 910 GC Tea,601 14 910 GC Tea,3,601 14 Tea,n,,
601 14A 000 Tea Energy,601 14A 000 Tea Energy,3,601 14A Tea Energy,n,,
601 14B 000 Tea Unsweet,601 14B 000 Tea Unsweet,3,601 14B Tea Unsweet,n,,
601 14C 000 Tea Relaxation,601 14C 000 Tea Relaxation,3,601 14C Tea Relaxation,n,,
601 14D 000 Tea Carb,601 14D 000 Tea Carb,3,601 14D Tea Carb,n,,
601 15 002 Condoms,601 15 002 Condoms,3,601 15 HBA,n,,
601 15 003 Hair Care,601 15 003 Hair Care,3,601 15 HBA,n,,
601 15 004 Hair Accessories,601 15 004 Hair Accessories,3,601 15 HBA,n,,
601 15 006 First Aid,601 15 006 First Aid,3,601 15 HBA,n,,
601 15 007 Bug Repellant,601 15 007 Bug Repellant,3,601 15 HBA,n,,
601 15 009 Baby Care,601 15 009 Baby Care,3,601 15 HBA,n,,
601 15 010 Feminine Hygiene,601 15 010 Feminine Hygiene,3,601 15 HBA,n,,
601 15 012 Deodorants,601 15 012 Deodorants,3,601 15 HBA,n,,
601 15 013 Shaving,601 15 013 Shaving,3,601 15 HBA,n,,
601 15 014 Eye Care,601 15 014 Eye Care,3,601 15 HBA,n,,
601 15 018 Skin Care,601 15 018 Skin Care,3,601 15 HBA,n,,
601 15 019 Toothbrushes,601 15 019 Toothbrushes,3,601 15 HBA,n,,
601 15 021 Nail Accessories,601 15 021 Nail Accessories,3,601 15 HBA,n,,
601 15 023 Miscellaneous,601 15 023 Miscellaneous,3,601 15 HBA,n,,
601 15 027 Lotions,601 15 027 Lotions,3,601 15 HBA,n,,
601 15 030 Condoms - Vending,601 15 030 Condoms - Vending,3,601 15 HBA,n,,
601 15 034 Travel Kits,601 15 034 Travel Kits,3,601 15 HBA,n,,
601 15 850 Dollar Store,601 15 850 Dollar Store,3,601 15 HBA,n,,
601 15 900 SHIPPERS,601 15 900 SHIPPERS,3,601 15 HBA,n,,
601 15 910 GC HBA,601 15 910 GC HBA,3,601 15 HBA,n,,
601 15A 000 Hba - Oral,601 15A 000 Hba - Oral,3,601 15A HBA-Oral Medication,n,,
601 15A 01 Oral DXM Restricted,601 15A 01 Oral DXM Restricted,3,601 15A HBA-Oral Medication,n,,
601 15A 02 Pep & Energy,601 15A 02 Pep & Energy,3,601 15A HBA-Oral Medication,n,,
601 15A 03 Allergy Relief,601 15A 03 Allergy Relief,3,601 15A HBA-Oral Medication,n,,
601 15A 04 Pain Relief,601 15A 04 Pain Relief,3,601 15A HBA-Oral Medication,n,,
601 15A 06 Vitamins,601 15A 06 Vitamins,3,601 15A HBA-Oral Medication,n,,
601 15A 08 Antacids,601 15A 08 Antacids,3,601 15A HBA-Oral Medication,n,,
601 15A 09 Toothache,601 15A 09 Toothache,3,601 15A HBA-Oral Medication,n,,
601 15A 10 Cough Drops,601 15A 10 Cough Drops,3,601 15A HBA-Oral Medication,n,,
601 15A 100 Convenience Packs,601 15A 100 Convenience Packs,3,601 15A HBA-Oral Medication,n,,
601 15A 11 Cough Syrups,601 15A 11 Cough Syrups,3,601 15A HBA-Oral Medication,n,,
601 15A 12 Sleep Aids,601 15A 12 Sleep Aids,3,601 15A HBA-Oral Medication,n,,
601 15A 13 Motion Sickness,601 15A 13 Motion Sickness,3,601 15A HBA-Oral Medication,n,,
601 15A 14 Throat Spray/Lozeng,601 15A 14 Throat Spray/Lozeng,3,601 15A HBA-Oral Medication,n,,
601 15A 15 Toothpaste/Mouthwas,601 15A 15 Toothpaste/Mouthwas,3,601 15A HBA-Oral Medication,n,,
601 15A 16 Lip Balm,601 15A 16 Lip Balm,3,601 15A HBA-Oral Medication,n,,
601 15A 17 Laxatives,601 15A 17 Laxatives,3,601 15A HBA-Oral Medication,n,,
601 15A 18 Nasal Spray,601 15A 18 Nasal Spray,3,601 15A HBA-Oral Medication,n,,
601 15A 20 Dental Care,601 15A 20 Dental Care,3,601 15A HBA-Oral Medication,n,,
601 15A 900 Shippers,601 15A 900 Shippers,3,601 15A HBA-Oral Medication,n,,
601 15A 910 GC HBA-Oral Medica,601 15A 910 GC HBA-Oral Medica,3,601 15A HBA-Oral Medication,n,,
601 15B 000 General,601 15B 000 General,3,601 15B Pep & Energy Restricte,n,,
601 15B 001 Ephedrine,601 15B 001 Ephedrine,3,601 15B Pep & Energy Restricte,n,,
601 15B 002 Nicotine Alternati,601 15B 002 Nicotine Alternati,3,601 15B Pep & Energy Restricte,n,,
601 15B 900 SHIPPERS,601 15B 900 SHIPPERS,3,601 15B Pep & Energy Restricte,n,,
601 15B 910 GC Pep & Energy Re,601 15B 910 GC Pep & Energy Re,3,601 15B Pep & Energy Restricte,n,,
601 15C 000 Pep & Energy Shots,601 15C 000 Pep & Energy Shots,3,601 15C Pep & Energy Shots,n,,
601 15C 900 Shippers,601 15C 900 Shippers,3,601 15C Pep & Energy Shots,n,,
601 15C 910 GC Pep & Energy Sh,601 15C 910 GC Pep & Energy Sh,3,601 15C Pep & Energy Shots,n,,
601 17 000 Frozen Food,601 17 000 Frozen Food,3,601 17 Frozen Food,n,,
601 17 001 Frozen Dinners,601 17 001 Frozen Dinners,3,601 17 Frozen Food,n,,
601 17 002 Pizza,601 17 002 Pizza,3,601 17 Frozen Food,n,,
601 17 004 Frozen Fries,601 17 004 Frozen Fries,3,601 17 Frozen Food,n,,
601 17 910 GC Frozen Food,601 17 910 GC Frozen Food,3,601 17 Frozen Food,n,,
601 17A 01 Simeks Frozen Food,601 17A 01 Simeks Frozen Food,3,601 17A Frozen Food-Simeks Onl,n,,
601 18 000 Novelty Lighters,601 18 000 Novelty Lighters,3,601 18 Cigarette Lighters,n,,
601 18 100 Bic General,601 18 100 Bic General,3,601 18 Cigarette Lighters,n,,
601 18 110 Bic Limited Edition,601 18 110 Bic Limited Edition,3,601 18 Cigarette Lighters,n,,
601 18 120 Bic Sports Lighters,601 18 120 Bic Sports Lighters,3,601 18 Cigarette Lighters,n,,
601 18 121 Bic Household Light,601 18 121 Bic Household Light,3,601 18 Cigarette Lighters,n,,
601 18 123 Lighter Acc.,601 18 123 Lighter Acc.,3,601 18 Cigarette Lighters,n,,
601 18 290 Zippo Smoking Acc.,601 18 290 Zippo Smoking Acc.,3,601 18 Cigarette Lighters,n,,
601 18 900 Shippers,601 18 900 Shippers,3,601 18 Cigarette Lighters,n,,
601 18 910 GC Cigarette Lighte,601 18 910 GC Cigarette Lighte,3,601 18 Cigarette Lighters,n,,
601 18 915 Butane/Fluid,601 18 915 Butane/Fluid,3,601 18 Cigarette Lighters,n,,
601 19 000 Sunglasses,601 19 000 Sunglasses,3,601 19 Sunglasses,n,,
601 19 001 Sunglass Accessorie,601 19 001 Sunglass Accessorie,3,601 19 Sunglasses,n,,
601 19 002 Kids Sunglasses,601 19 002 Kids Sunglasses,3,601 19 Sunglasses,n,,
601 19 01 Reading Glasses,601 19 01 Reading Glasses,3,601 19 Sunglasses,n,,
601 19 910 GC Sunglasses,601 19 910 GC Sunglasses,3,601 19 Sunglasses,n,,
601 20 000 Oil - Unclassified,601 20 000 Oil - Unclassified,3,601 20 Oil,n,,
601 20 001 Speedway/Sa Brand,601 20 001 Speedway/Sa Brand,3,601 20 Oil,n,,
601 20 002 Castrol,601 20 002 Castrol,3,601 20 Oil,n,,
601 20 003 Quaker State,601 20 003 Quaker State,3,601 20 Oil,n,,
601 20 004 Shell Oil,601 20 004 Shell Oil,3,601 20 Oil,n,,
601 20 005 Havoline,601 20 005 Havoline,3,601 20 Oil,n,,
601 20 006 Valvoline,601 20 006 Valvoline,3,601 20 Oil,n,,
601 20 007 Pennzoil,601 20 007 Pennzoil,3,601 20 Oil,n,,
601 20 008 Marathon,601 20 008 Marathon,3,601 20 Oil,n,,
601 20 011 Evinrode,601 20 011 Evinrode,3,601 20 Oil,n,,
601 20 012 Mercury,601 20 012 Mercury,3,601 20 Oil,n,,
601 20 015 Truck Oil,601 20 015 Truck Oil,3,601 20 Oil,n,,
601 20 910 GC Oil,601 20 910 GC Oil,3,601 20 Oil,n,,
601 20A 000 Auto Additives,601 20A 000 Auto Additives,3,601 20A Auto/Truck Additives &,n,,
601 20A 01 Antifreeze,601 20A 01 Antifreeze,3,601 20A Auto/Truck Additives &,n,,
601 20A 02 Windshield Wash,601 20A 02 Windshield Wash,3,601 20A Auto/Truck Additives &,n,,
601 20A 03 Truck Additives,601 20A 03 Truck Additives,3,601 20A Auto/Truck Additives &,n,,
601 20A 910 GC Auto/Truck Adds,601 20A 910 GC Auto/Truck Adds,3,601 20A Auto/Truck Additives &,n,,
601 20B 000 Air Fresheners,601 20B 000 Air Fresheners,3,601 20B Auto/Truck Misc. & Acc,n,,
601 20B 01 Auto Appearance,601 20B 01 Auto Appearance,3,601 20B Auto/Truck Misc. & Acc,n,,
601 20B 02 Gas Cans,601 20B 02 Gas Cans,3,601 20B Auto/Truck Misc. & Acc,n,,
601 20B 03 Bulbs/Fuses,601 20B 03 Bulbs/Fuses,3,601 20B Auto/Truck Misc. & Acc,n,,
601 20B 04 Lubricants,601 20B 04 Lubricants,3,601 20B Auto/Truck Misc. & Acc,n,,
601 20B 05 Parts/Accessories,601 20B 05 Parts/Accessories,3,601 20B Auto/Truck Misc. & Acc,n,,
601 20B 06 Tire Sealants,601 20B 06 Tire Sealants,3,601 20B Auto/Truck Misc. & Acc,n,,
601 20B 07 Tools,601 20B 07 Tools,3,601 20B Auto/Truck Misc. & Acc,n,,
601 20B 08 Truck Accessories,601 20B 08 Truck Accessories,3,601 20B Auto/Truck Misc. & Acc,n,,
601 20B 910 GC Auto/Truck Misc,601 20B 910 GC Auto/Truck Misc,3,601 20B Auto/Truck Misc. & Acc,n,,
601 21 000 Clothing,601 21 000 Clothing,3,601 21 Clothing,n,,
601 21 200 Hats & Caps,601 21 200 Hats & Caps,3,601 21 Clothing,n,,
601 21 300 T-Shirts,601 21 300 T-Shirts,3,601 21 Clothing,n,,
601 21 400 Gloves,601 21 400 Gloves,3,601 21 Clothing,n,,
601 21 930 Truckstop Boots/Foo,601 21 930 Truckstop Boots/Foo,3,601 21 Clothing,n,,
601 22 000 Novelty,601 22 000 Novelty,3,601 22 Novelty,n,,
601 22 002 Seasonal/Holiday,601 22 002 Seasonal/Holiday,3,601 22 Novelty,n,,
601 22 003 Toys/Plush,601 22 003 Toys/Plush,3,601 22 Novelty,n,,
601 22 007 Miscellaneous,601 22 007 Miscellaneous,3,601 22 Novelty,n,,
