20006196,n,MMAX DODGE CORONET SUPER BEE,,g,601 22 000 Novelty,Count,,M J TOYS,,Use Category Setting,y,y,n,n,n,,,Each,Each,,,,,,,,,,,General Merchandise,n,y,n,,,Each,1,Novelty,20006196-1,17.99,u,_661732743155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transfer Group,,,,,,,,,
20003093,n,TIMBERWOLF NAT 99 DISP,,g,601 01 420 Moist VAP,Count,,SWEDISH MATCH,,Use Category Setting,y,y,n,n,n,,,Each,Each,,,,,,,,,,,Tobacco and Services,n,y,n,,,Each,1,TOB Moist,20003093-1,0.99,u,_762446720033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transfer Group,,,,,,,,,
20003121,n,NUTFFLES RED VELVET,,g,601 02 000 Unclassified,Count,,MORRIS NATIONAL INC,,Use Category Setting,y,y,n,n,n,,,Each,Each,,,,,,,,,,,General Merchandise,n,y,n,,,Each,1,Confections,20003121-1,1.99,u,_013413095464,Manufacturer-***,MORRIS NATIONAL INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transfer Group,,,,,,,,,
20003176,n,PALMER JELLY BEANS PEG,,g,601 02B 000 Unclassified,Count,,PALMER CANDY CO,,Use Category Setting,y,y,n,n,n,,,Each,Each,,,,,,,,,,,General Merchandise,n,y,n,,,Each,1,Confections,20003176-1,1.19,u,_077232564402,Manufacturer-***,PALMER CANDY CO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transfer Group,,,,,,,,,
20003087,n,DERRINGER FF CIGAR,,g,601 01 360 Filtered Cigars 20c,Count,,,,Use Category Setting,y,y,n,n,n,,,Each,Each,,,,,,,,,,,Tobacco and Services,n,y,n,,,Each,1,TOB Cigars,20003087-1,1.59,u,_874411001969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transfer Group,,,,,,,,,
20004623,n,SUAVE COCOA BUTTER LOTION 10z,,g,601 15 027 Lotions,Count,,UNILEVER,,Use Category Setting,y,y,n,n,n,,,Each,Each,Each ,1,Volume,FL. Ounce,10,,,,,,General Merchandise,n,y,n,,,Each,1,HBA,20004623-1,0.79,u,_045893072482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transfer Group,,,,,,,,,
20003435,n,GS CITRATE MAGNESIUM REG LEM,,g,601 15A 08 Antacids,Count,,PRIVATE LABEL,,Use Category Setting,y,y,n,n,n,,,Each,Each,,,,,,,,,,,General Merchandise,n,y,n,,,Each,1,HBA,20003435-1,2.99,u,_846036007374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transfer Group,,,,,,,,,
20003470,n,BIC SPEC ED HIP NATION,,g,601 18 120 Bic Sports Lighters,Count,,BIC USA INC,,Use Category Setting,y,y,n,n,n,,,Each,Each,,,,,,,,,,,General Merchandise,n,y,n,,,Each,1,Non-Food,20003470-1,1.99,u,_070330638914,Manufacturer-***,BIC USA INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transfer Group,,,,,,,,,
20003515,n,BLACK MAGIC PRO SHINE PROTECT,,g,601 20A 000 Auto Additives,Count,,ROYAL DUTCH SHELL GRP,,Use Category Setting,y,y,n,n,n,,,Each,Each,,,,,,,,,,,General Merchandise,n,y,n,,,Each,1,Auto,20003515-1,5.39,u,_077249310009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transfer Group,,,,,,,,,
20003566,n,PENNZOIL ATM MINI FUSES W/PULL,,g,601 20A 000 Auto Additives,Count,,SOPUS PRODS,,Use Category Setting,y,y,n,n,n,,,Each,Each,,,,,,,,,,,General Merchandise,n,y,n,,,Each,1,Auto,20003566-1,2.49,u,_024291142607,Manufacturer-***,SOPUS PRODS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transfer Group,,,,,,,,,
20004663,n,CAR FRESHNER CHERRY,,g,601 20B 000 Air Fresheners,Count,,,,Use Category Setting,y,y,n,n,n,,,Each,Each,,,,,,,,,,,General Merchandise,n,y,n,,,Each,1,Auto,20004663-1,4.29,u,_076171103116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transfer Group,,,,,,,,,
20003705,n,BLUE MAGIC METAL POLISH,,g,601 20B 08 Truck Accessories,Count,,BLUE MAGIC INC,,Use Category Setting,y,y,n,n,n,,,Each,Each,,,,,,,,,,,General Merchandise,n,y,n,,,Each,1,Auto,20003705-1,12.99,u,_077336500122,Manufacturer-***,BLUE MAGIC INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transfer Group,,,,,,,,,
20003658,n,LOOSE-LEAF FORMS BINDER,,g,601 20B 08 Truck Accessories,Count,,J.J. KELLER,,Use Category Setting,y,y,n,n,n,,,Each,Each,,,,,,,,,,,General Merchandise,n,y,n,,,Each,1,Auto,20003658-1,14.99,u,_755547010691,Manufacturer-***,J.J. KELLER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transfer Group,,,,,,,,,
20004717,n,TWINE POLY W/CUTTER BLD 150 FT,,g,601 20B 08 Truck Accessories,Count,,,,Use Category Setting,y,y,n,n,n,,,Each,Each,,,,,,,,,,,General Merchandise,n,y,n,,,Each,1,Auto,20004717-1,4.49,u,_070792600450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transfer Group,,,,,,,,,
20003755,n,GAUCHO PVC DIPPED KNIT WRIST,,g,601 21 400 Gloves,Count,,HESTRA-MARTIN MAGNUSSON & CO,,Use Category Setting,y,y,n,n,n,,,Each,Each,,,,,,,,,,,General Merchandise,n,y,n,,,Each,1,Non-Food,20003755-1,2.99,u,_080692950135,Manufacturer-***,HESTRA-MARTIN MAGNUSSON & CO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transfer Group,,,,,,,,,
20004047,n,BIG MIGHTY WHEELZ TRUCK SET,,g,601 22 000 Novelty,Count,,,,Use Category Setting,y,y,n,n,n,,,Each,Each,,,,,,,,,,,General Merchandise,n,y,n,,,Each,1,Novelty,20004047-1,11.99,u,_886343025050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transfer Group,,,,,,,,,
20003880,n,CHRISTMAS ASST TOY #1 PP$12.99,,g,601 22 000 Novelty,Count,,BLUE MOUNTAIN GREETING CARDS,,Use Category Setting,y,y,n,n,n,,,Each,Each,,,,,,,,,,,General Merchandise,n,y,n,,,Each,1,Novelty,20003880-1,3.19,u,_048242503385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transfer Group,,,,,,,,,
20003981,n,FIESTA COUTURE BLK&WHT DOG 9,,g,601 22 000 Novelty,Count,,,,Use Category Setting,y,y,n,n,n,,,Each,Each,,,,,,,,,,,General Merchandise,n,y,n,,,Each,1,Novelty,20003981-1,9.99,u,_091671734486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transfer Group,,,,,,,,,
20003897,n,GLASS EAGLE GLOBE USA FLAG,,g,601 22 000 Novelty,Count,,CHINA,,Use Category Setting,y,y,n,n,n,,,Each,Each,,,,,,,,,,,General Merchandise,n,y,n,,,Each,1,Novelty,20003897-1,4.99,u,_608019182153,Manufacturer-***,CHINA,Manufacturer-***,CHINA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transfer Group,,,,,,,,,
20004097,n,LOVE HEART W/CATS,,g,601 22 000 Novelty,Count,,,,Use Category Setting,y,y,n,n,n,,,Each,Each,,,,,,,,,,,General Merchandise,n,y,n,,,Each,1,Novelty,20004097-1,11.99,u,_608019115519,Manufacturer-***,China,Manufacturer-***,Everspring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transfer Group,,,,,,,,,
20003778,n,MODCAR BT MUSCLE 06 DODGE CHARGER SRT,,g,601 22 000 Novelty,Count,,,,Use Category Setting,y,y,n,n,n,,,Each,Each,,,,,,,,,,,General Merchandise,n,y,n,,,Each,1,Novelty,20003778-1,21.99,u,_615028907981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transfer Group,,,,,,,,,
20003821,n,MODCAR MUSTANG MACH III,,g,601 22 000 Novelty,Count,,,,Use Category Setting,y,y,n,n,n,,,Each,Each,,,,,,,,,,,General Merchandise,n,y,n,,,Each,1,Novelty,20003821-1,12.99,u,_792674093838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transfer Group,,,,,,,,,
20004120,n,PRO-RODZ PLYMOUTH GTX 70,,g,601 22 000 Novelty,Count,,,,Use Category Setting,y,y,n,n,n,,,Each,Each,,,,,,,,,,,General Merchandise,n,y,n,,,Each,1,Novelty,20004120-1,18.99,u,_090159310167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transfer Group,,,,,,,,,
20004137,n,UT MASCOT MINI DOG,,g,601 22 000 Novelty,Count,,,,Use Category Setting,y,y,n,n,n,,,Each,Each,,,,,,,,,,,General Merchandise,n,y,n,,,Each,1,Novelty,20004137-1,4.99,u,_731247504746,Manufacturer-***,Jenkins,Manufacturer-***,Gameday Outfitters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transfer Group,,,,,,,,,
20004175,n,EARBUDS COLORED HIGH QUALITY,,g,601 22C 100 Phone Accessories,Count,,DAS BRANDS LLC,,Use Category Setting,y,y,n,n,n,,,Each,Each,,,,,,,,,,,General Merchandise,n,y,n,,,Each,1,Non-Food,20004175-1,12.99,u,_024291245469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transfer Group,,,,,,,,,
20004207,n,PARADE ALUM FOIL 25 SQ FT 12 IN,,g,601 23 000 Household~ Paper~ C,Count,,PRIVATE LABEL,,Use Category Setting,y,y,n,n,n,,,Each,Each,,,,,,,,,,,General Merchandise,n,y,n,,,Each,1,Grocery,20004207-1,2.09,u,_050700280202,Manufacturer-***,PRIVATE LABEL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transfer Group,,,,,,,,,
20004242,n,MAP LIGHT FLEXIBLE 12V,,g,601 24 100 Flashlights,Count,,DAS BRANDS LLC,,Use Category Setting,y,y,n,n,n,,,Each,Each,,,,,,,,,,,General Merchandise,n,y,n,,,Each,1,Non-Food,20004242-1,9.99,u,_045464250332,Manufacturer-***,DAS BRANDS LLC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transfer Group,,,,,,,,,
20004281,n,SHARPIE FINE BLACK,,g,601 26 130 Markers,Count,,NEWELL RUBBERMAID,,Use Category Setting,y,y,n,n,n,,,Each,Each,,,,,,,,,,,General Merchandise,n,y,n,,,Each,1,Non-Food,20004281-1,4.49,u,_071641301627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transfer Group,,,,,,,,,
20004311,n,GRAVY TRAIN CHUNKS W BEEF 13.2z,,g,601 30 001 Dog Food,Count,,THE J M SMUCKER CO,,Use Category Setting,y,y,n,n,n,,,Each,Each,Each ,1,Weight,Wt. Ounce,13.2,,,,,,General Merchandise,n,y,n,,,Each,1,Grocery,20004311-1,1.49,u,_079100344178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transfer Group,,,,,,,,,
20004350,n,PHILLIPS PORK & BEANS 16z,,g,601 33 000 Grocery,Count,,HANOVER FOODS CORP,,Use Category Setting,y,y,n,n,n,,,Each,Each,Each ,1,Weight,Wt. Ounce,16,,,,,,General Merchandise,n,y,n,,,Each,1,Grocery,20004350-1,1.59,u,_028800132561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transfer Group,,,,,,,,,
20003245,n,BROWNIE BRITTLE TOFFEE CRUNCH,,g,601 03 000 Unclassified,Count,,BROWNIE BRITTLE LLC,,Use Category Setting,y,y,n,n,n,,,Each,Each,,,,,,,,,,,General Merchandise,n,y,n,,,Each,1,Cookie/Cracker,20003245-1,1.79,u,_711747011425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transfer Group,,,,,,,,,
20003274,n,C SNACK CHEESE PUFFN CORN,,g,601 04B 000 Unclassified,Count,,CAROLINA COUNTRY MANUFACTURING INC,,Use Category Setting,y,y,n,n,n,,,Each,Each,,,,,,,,,,,General Merchandise,n,y,n,,,Each,1,Salty,20003274-1,0.99,u,_811353002807,Manufacturer-***,CAROLINA COUNTRY MANUFACTURING INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transfer Group,,,,SCM Parity DSP Forecast,,,,,
20003312,n,H HARVEST CRANBERRY FITNESS 8.75z,,g,601 04B 000 Unclassified,Count,,HICKORY HARVEST,,Use Category Setting,y,y,n,n,n,,,Each,Each,Each ,1,Weight,Wt. Ounce,8.75,,,,,,General Merchandise,n,y,n,,,Each,1,Salty,20003312-1,4.39,u,_036232061328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transfer Group,,,,,,,,,
20004670,n,DEER PARK WATER .5L,,g,601 10 000 Unclassified,Count,,NESTLE WATERS NORTH AMERICA INC,DEER PARK WATER .5L,Use Category Setting,y,y,n,n,n,,,Each,Each,Each ,1,Volume,Liter,0.5,,,,,,CVO,n,y,n,,,Each,1,601 CVO Non Dairy,20004670-1,1.29,u,_082657500638,Manufacturer-***,NESTLE WATERS NORTH AMERICA INC,Product Size-***,.5ltr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transfer Group,,,,,,,,,
20003361,n,CAREFREE PANTILINERS UNSCENTED,,g,601 15 010 Feminine Hygiene,Count,,,,Use Category Setting,y,y,n,n,n,,,Each,Each,,,,,,,,,,,General Merchandise,n,y,n,,,Each,1,HBA,20003361-1,2.29,u,_380041000529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transfer Group,,,,,,,,,
1075475,n,SPORT FAN STRONG ARM SLEEVE,,g,601 22 000 Novelty,Count,,R&B Merchandising,,Use Category Setting,y,y,n,n,n,,,Each,Each,,,,,,,,,,,General Merchandise,n,y,n,,,Each,1,Novelty,1075475-1,16.99,u,_737278433765,IKB KEY (POG)-***,831379,Manufacturer-***,R&B Merchandising,Product Type-***,Sports Novelty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transfer Group,,,,,,,,,
1075561,n,STARBURST CANDY CORN REG,,g,601 02 000 Unclassified,Count,,WILLIAM WRIGLEY JR CO,,Use Category Setting,y,y,n,n,n,,,Each,Each,,,,,,,,,,,General Merchandise,n,y,n,,,Each,1,Confections,1075561-1,1.39,u,_022000073600,Brand-***,STARBURST,IKB KEY (POG)-***,833269,Manufacturer-***,WILLIAM WRIGLEY JR CO,Product Type-***,Candy-Non-Chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transfer Group,,,,SCM Parity DSP Forecast,,,,,
1075776,n,HAND CRAFTED ROSE,,g,601 34 007 Flowers & Balloons,Count,,ROSE MANUFACTURING LLC.,,Use Category Setting,y,y,n,n,n,,,Each,Each,,,,,,,,,,,General Merchandise,n,y,n,,,Each,1,Flowers,1075776-1,3.99,u,_832972001347,Manufacturer-***,ROSE MANUFACTURING LLC.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transfer Group,,,,,,,,,
1075862,n,LANCE CRACKRE 8PK SALTED PEANUTS,,g,601 03 300 Other DSD,Count,,SNYDERS LANCE INC,,Use Category Setting,y,y,n,n,n,,,Each,Each,,,,,,,,,,,General Merchandise,n,y,n,,,Each,1,DSD Cookie/Cracker/Pastry,1075862-1,3.39,u,_076410521442,Brand-***,LANCE,Flavor Type-***,Salted,IKB KEY (POG)-***,833462,Manufacturer-***,SNYDERS LANCE INC,Product Type-***,Peanuts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transfer Group,,,,,,,,,
1075905,n,DAS COBRA HP 14 BAND,,g,601 20B 08 Truck Accessories,Count,,DAS BRANDS LLC,,Use Category Setting,y,y,n,n,n,,,Each,Each,,,,,,,,,,,General Merchandise,n,y,n,,,Each,1,Auto,1075905-1,129.99,u,_028377105708,Manufacturer-***,DAS BRANDS LLC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transfer Group,,,,,,,,,
1075948,n,MICKEYS CUPCAKE YELLOW 6CT 10z,,g,601 05 000 Unclassified,Count,,MICKEY'S PASTRY SHOP,,Use Category Setting,y,y,n,n,n,,,Each,Each,Each ,1,Weight,Wt. Ounce,10,,,,,,General Merchandise,n,y,n,,,Each,1,DSD Cookie/Cracker/Pastry,1075948-1,2.99,u,_618328613415,Brand-***,MICKEY'S PASTRY SHOP,IKB KEY (POG)-***,833612,Manufacturer-***,MICKEY'S PASTRY SHOP,Product Size-***,10oz,Product Size-***,6ct,Product Type-***,CupCake,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transfer Group,,,,,,,,,
1075991,n,G FLAKE SWT HEAT PORK SKINS 1.75z,,g,601 04A 250 Golden Flake,Count,,GOLDEN FLAKE SNACK FOODS INC,,Use Category Setting,y,y,n,n,n,,,Each,Each,Each ,1,Weight,Wt. Ounce,1.75,,,,,,General Merchandise,n,y,n,,,Each,1,DSD Salty/Meat Snacks,1075991-1,1.29,u,_072080204586,Brand-***,GOLDEN FLAKE,Flavor Type-***,Sweet and Hot,IKB KEY (POG)-***,833650,Manufacturer-***,GOLDEN FLAKE SNACK FOODS INC,Product Size-***,1.75oz,Product Type-***,Pork Skins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,601 All items,Transfer Group,,,,,,,,
1076163,n,TEXAS PETE CHILI SAUCE 10z,,g,601 33 000 Grocery,Count,,TW GARNER FOOD COMPANY,,Use Category Setting,y,y,n,n,n,,,Each,Each,Each ,1,Weight,Wt. Ounce,10,,,,,,General Merchandise,n,y,n,,,Each,1,Grocery,1076163-1,1.49,u,_0755103,Brand-***,TEXAS PETE,Flavor Type-***,Chili,IKB KEY (POG)-***,833995,Manufacturer-***,TW GARNER FOOD COMPANY,Product Size-***,10oz,Product Type-***,Sauce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transfer Group,,,,,,,,,
1076163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Each,1,,,,u,_075500000102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1076593,n,ZIPPO VIETNAM VETERAN,,g,601 18 290 Zippo Smoking Acc.,Count,,ZIPPO MFG CO,,Use Category Setting,y,y,n,n,n,,,Each,Each,,,,,,,,,,,General Merchandise,n,y,n,,,Each,1,Non-Food,1076593-1,28.95,u,_041689288754,Brand-***,ZIPPO,Flavor Type-***,Non Applicable,IKB KEY (POG)-***,834825,Manufacturer-***,ZIPPO MFG CO,Product Type-***,Cigarette Lighters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transfer Group,,,,,,,,,
1077023,n,MILK 1% COFFEE SS,,g,601 07 410 Pt Dairy,Count,,DEAN FOODS,,Use Category Setting,y,y,n,n,n,,,Each,Each,Each ,1,Volume,Fl. Ounce,14,,,,,,CVO,n,y,n,,,Each,1,601 CVO Dairy,1077023-1,1.69,u,_044100265587,IKB KEY (POG)-***,834913,Manufacturer-***,DEAN FOODS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,601 All items,Transfer Group,,,SCM Parity DSP Forecast,,,,,
1077023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Each,1,,,,u,_441002655841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1077066,n,LANCE QUICK STARTS BLUEBERRY,,g,601 03 300 Other DSD,Count,,SNYDERS LANCE INC,,Use Category Setting,y,y,n,n,n,,,Each,Each,,,,,,,,,,,General Merchandise,n,y,n,,,Each,1,DSD Cookie/Cracker/Pastry,1077066-1,0.89,u,_076410903071,Brand-***,LANCE,Flavor Type-***,Blueberry,IKB KEY (POG)-***,835605,Manufacturer-***,SNYDERS LANCE INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transfer Group,,,,,,,,,
1077453,n,KSG $9.99 TRUCKERS FAVORITE AUDIO BOOKS,,g,601 34 1120 Audio Books,Count,,KSG,,Use Category Setting,y,y,n,n,n,,,Each,Each,,,,,,,,,,,General Merchandise,n,y,n,,,Each,1,Non-Food,1077453-1,9.99,u,_024547128843,IKB KEY (POG)-***,836035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transfer Group,,,,,,,,,
1077539,n,BM VERY SPECIAL PERSON,,g,601 34 008 Greeting Cards,Count,,BLUE MOUNTAIN GREETING CARDS,,Use Category Setting,y,y,n,n,n,,,Each,Each,,,,,,,,,,,General Merchandise,n,y,n,,,Each,1,Non-Food,1077539-1,6.49,u,_087400033036,IKB KEY (POG)-***,836178,Product Type-***,Greeting Cards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transfer Group,,,,,,,,,
1077926,n,BM THE STORY OF TWO VERY DIFFERENT,,g,601 34 008 Greeting Cards,Count,,BLUE MOUNTAIN GREETING CARDS,,Use Category Setting,y,y,n,n,n,,,Each,Each,,,,,,,,,,,General Merchandise,n,y,n,,,Each,1,Non-Food,1077926-1,6.99,u,_087400189788,Brand-***,BLUE MOUNTAIN GREETING CARDS,Flavor Type-***,Non Applicable,IKB KEY (POG)-***,836706,Manufacturer-***,BLUE MOUNTAIN GREETING CARDS,Product Size-***,Non Applicable,Product Type-***,Greeting Cards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transfer Group,,,,,,,,,
1078528,n,CARVED ANIMALS - INDIAN & WOLF,,g,601 22 000 Novelty,Count,,CHINA,,Use Category Setting,y,y,n,n,n,,,Each,Each,,,,,,,,,,,General Merchandise,n,y,n,,,Each,1,Novelty,1078528-1,17.99,u,_608019997764,Brand-***,CHINA,Flavor Type-***,Non Applicable,IKB KEY (POG)-***,837497,Manufacturer-***,CHINA,Manufacturer-***,CHINA,Manufacturer-***,CHINA,Product Size-***,Non Applicable,Product Type-***,Misc. Novelty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transfer Group,,,,,,,,,
1078571,n,BM BDAY WISHES FOR A BEAUTIFUL #2,,g,601 34 008 Greeting Cards,Count,,BLUE MOUNTAIN GREETING CARDS,,Use Category Setting,y,y,n,n,n,,,Each,Each,,,,,,,,,,,General Merchandise,n,y,n,,,Each,1,Non-Food,1078571-1,5.49,u,_087400441060,Brand-***,BLUE MOUNTAIN GREETING CARDS,Flavor Type-***,Non Applicable,IKB KEY (POG)-***,837607,Manufacturer-***,BLUE MOUNTAIN GREETING CARDS,Product Size-***,Non Applicable,Product Type-***,Greeting Cards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transfer Group,,,,,,,,,
1078614,n,BM THERES A BOND BETWEEN GIRLFRNDS #2,,g,601 34 008 Greeting Cards,Count,,BLUE MOUNTAIN GREETING CARDS,,Use Category Setting,y,y,n,n,n,,,Each,Each,,,,,,,,,,,General Merchandise,n,y,n,,,Each,1,Non-Food,1078614-1,5.49,u,_087400441091,Brand-***,BLUE MOUNTAIN GREETING CARDS,Flavor Type-***,Non Applicable,IKB KEY (POG)-***,837648,Manufacturer-***,BLUE MOUNTAIN GREETING CARDS,Product Size-***,Non Applicable,Product Type-***,Greeting Cards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transfer Group,,,,,,,,,
1078700,n,SIRIUS/XM TUNER W/2.0,,g,601 20B 08 Truck Accessories,Count,,AUDIOVOX,,Use Category Setting,y,y,n,n,n,,,Each,Each,,,,,,,,,,,General Merchandise,n,y,n,,,Each,1,Auto,1078700-1,69.99,u,_884720013164,Brand-***,SIRIUS TUNER,Brand-***,SIRIUS TUNER,Flavor Type-***,Non Applicable,IKB KEY (POG)-***,837763,Manufacturer-***,AUDIOVOX,Manufacturer-***,AUDIOVOX,Product Size-***,Non Applicable,Product Type-***,Misc. Trucker Merchandise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transfer Group,,,,,,,,,
1078786,n,MS EX LONG APPLE 8 PIN CABLE,,g,601 22C 100 Phone Accessories,Count,,DAS BRANDS LLC,,Use Category Setting,y,y,n,n,n,,,Each,Each,,,,,,,,,,,General Merchandise,n,y,n,,,Each,1,Non-Food,1078786-1,24.99,u,_092533032740,Brand-***,DAS BRANDS LLC,Flavor Type-***,Non Applicable,IKB KEY (POG)-***,837662,Manufacturer-***,DAS BRANDS LLC,Manufacturer-***,DAS BRANDS LLC,Product Size-***,Non Applicable,Product Type-***,Misc. Phone Accessories,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transfer Group,,,,,,,,,
1078958,n,FL MUNCHIES PB CHOC FILLED CRACKER,,g,601 03 200 Frito,Count,,FRITO LAY,,Use Category Setting,y,y,n,n,n,,,Each,Each,,,,,,,,,,,General Merchandise,n,y,n,,,Each,1,DSD Cookie/Cracker/Pastry,1078958-1,0.99,u,_028400600002,Brand-***,MUNCHIES,IKB KEY (POG)-***,843432,Manufacturer-***,FRITO LAY,Product Size-***,Crackers,Product Type-***,Convenience Foods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,601 All items,Transfer Group,,,,,,,,
