ProductCode,Name,XRefID,Description,Status,SupplierItemGroupName,SupplierPackageUOM,QuantityFactor,AvailabilityStartDate,AvailabilityEndDate,TypeCode,Number,CostLevel,PackageCost,PackageAllowance,CostStartDate,CostEndDate
_358721,,,,,,,,,,,,VA - 3.00,48.54,0.00,2018-03-29,2075-12-31
_358721,,,,,,,,,,,,VA - 3.50,49.04,0.00,2018-03-29,2075-12-31
_358721,,,,,,,,,,,,VA - 4.00,49.54,0.00,2018-03-29,2075-12-31
_358721,,,,,,,,,,,,VA - 4.50,50.04,0.00,2018-03-29,2075-12-31
_358721,,,,,,,,,,,,VA - 5.00,50.54,0.00,2018-03-29,2075-12-31
_358721,,,,,,,,,,,,VA - 5.40,50.94,0.00,2018-03-29,2075-12-31
_358721,,,,,,,,,,,,VA - 7.50,53.04,0.00,2018-03-29,2075-12-31
_358721,,,,,,,,,,,,VA - 8.50,54.04,0.00,2018-03-29,2075-12-31
_358721,,,,,,,,,,,,VA - 9.00,54.54,0.00,2018-03-29,2075-12-31
_362400,CHEX MIX POPPED 3.9z,1067954,,a,601 04B 000,Box - 6,6.00,,,u,_016000404021,Master,9.38,0.00,2018-04-28,2075-12-31
_362400,,,,,,,,,,u,_016000512597,North Carolina,9.38,0.00,2018-04-28,2075-12-31
_362400,,,,,,,,,,,,South Carolina,9.38,0.00,2018-04-28,2075-12-31
_362400,,,,,,,,,,,,VA - 1.50,9.38,0.00,2018-04-28,2075-12-31
_362400,,,,,,,,,,,,VA - 2.50,9.38,0.00,2018-04-28,2075-12-31
_362400,,,,,,,,,,,,VA - 3.00,9.38,0.00,2018-04-28,2075-12-31
_362400,,,,,,,,,,,,VA - 3.50,9.38,0.00,2018-04-28,2075-12-31
_362400,,,,,,,,,,,,VA - 4.00,9.38,0.00,2018-04-28,2075-12-31
_362400,,,,,,,,,,,,VA - 4.50,9.38,0.00,2018-04-28,2075-12-31
_362400,,,,,,,,,,,,VA - 5.00,9.38,0.00,2018-04-28,2075-12-31
_362400,,,,,,,,,,,,VA - 5.40,9.38,0.00,2018-04-28,2075-12-31
_362400,,,,,,,,,,,,VA - 7.50,9.38,0.00,2018-04-28,2075-12-31
_362400,,,,,,,,,,,,VA - 8.50,9.38,0.00,2018-04-28,2075-12-31
_362400,,,,,,,,,,,,VA - 9.00,9.38,0.00,2018-04-28,2075-12-31
_362426,NV RST NT CRNCH PNT 1.2Z,1067952,,a,601 03 000,Box - 12,12.00,,,u,_016000384538,Master,7.82,0.00,2016-04-18,2075-12-31
_362426,,,,,,,,,,u,_016000513327,North Carolina,7.82,0.00,2016-04-18,2075-12-31
_362426,,,,,,,,,,u,_160003845388,South Carolina,7.82,0.00,2016-04-18,2075-12-31
_362426,,,,,,,,,,u,_160005133278,VA - 1.50,7.82,0.00,2016-04-18,2075-12-31
_362426,,,,,,,,,,,,VA - 2.50,7.82,0.00,2016-04-18,2075-12-31
_362426,,,,,,,,,,,,VA - 3.00,7.82,0.00,2016-04-18,2075-12-31
_362426,,,,,,,,,,,,VA - 3.50,7.82,0.00,2016-04-18,2075-12-31
_362426,,,,,,,,,,,,VA - 4.00,7.82,0.00,2016-04-18,2075-12-31
_362426,,,,,,,,,,,,VA - 4.50,7.82,0.00,2016-04-18,2075-12-31
_362426,,,,,,,,,,,,VA - 5.00,7.82,0.00,2016-04-18,2075-12-31
_362426,,,,,,,,,,,,VA - 5.40,7.82,0.00,2016-04-18,2075-12-31
_362426,,,,,,,,,,,,VA - 7.50,7.82,0.00,2016-04-18,2075-12-31
_362426,,,,,,,,,,,,VA - 8.50,7.82,0.00,2016-04-18,2075-12-31
_362426,,,,,,,,,,,,VA - 9.00,7.82,0.00,2016-04-18,2075-12-31
_362764,DUREX INVISIBLE 3CT PK,1066522,,a,601 15 002,Each,1.00,,,u,_302340912761,Master,1.97,0.00,2016-01-21,2075-12-31
_362764,,,,,,,,,,,,North Carolina,1.97,0.00,2016-01-21,2075-12-31
_362764,,,,,,,,,,,,South Carolina,1.97,0.00,2016-01-20,2075-12-31
_362764,,,,,,,,,,,,VA - 1.50,1.97,0.00,2016-01-21,2075-12-31
_362764,,,,,,,,,,,,VA - 2.50,1.97,0.00,2016-01-21,2075-12-31
_362764,,,,,,,,,,,,VA - 3.00,1.97,0.00,2016-01-21,2075-12-31
_362764,,,,,,,,,,,,VA - 3.50,1.97,0.00,2016-01-21,2075-12-31
_362764,,,,,,,,,,,,VA - 4.00,1.97,0.00,2016-01-21,2075-12-31
_362764,,,,,,,,,,,,VA - 4.50,1.97,0.00,2016-01-21,2075-12-31
_362764,,,,,,,,,,,,VA - 5.00,1.97,0.00,2016-01-21,2075-12-31
_362764,,,,,,,,,,,,VA - 5.40,1.97,0.00,2016-01-21,2075-12-31
_362764,,,,,,,,,,,,VA - 7.50,1.97,0.00,2016-01-21,2075-12-31
_362764,,,,,,,,,,,,VA - 8.50,1.97,0.00,2016-01-21,2075-12-31
_362764,,,,,,,,,,,,VA - 9.00,1.97,0.00,2016-01-21,2075-12-31
_364042,SPEEDWAY 20Z HOT MUG NO HANDLE,171430,,a,212 04 000,Case - 12,12.00,,,u,_045114683343,Master,23.03,0.00,2018-03-16,2075-12-31
_364042,,,,,,,,,,u,_045114891380,North Carolina,23.03,0.00,2018-03-16,2075-12-31
_364042,,,,,,,,,,u,_071657085375,South Carolina,23.03,0.00,2018-03-16,2075-12-31
_364042,,,,,,,,,,u,_071657110916,VA - 1.50,23.03,0.00,2018-03-16,2075-12-31
_364042,,,,,,,,,,u,_071657114631,VA - 2.50,23.03,0.00,2018-03-16,2075-12-31
_364042,,,,,,,,,,,,VA - 3.00,23.03,0.00,2018-03-16,2075-12-31
_364042,,,,,,,,,,,,VA - 3.50,23.03,0.00,2018-03-16,2075-12-31
_364042,,,,,,,,,,,,VA - 4.00,23.03,0.00,2018-03-16,2075-12-31
_364042,,,,,,,,,,,,VA - 4.50,23.03,0.00,2018-03-16,2075-12-31
_364042,,,,,,,,,,,,VA - 5.00,23.03,0.00,2018-03-16,2075-12-31
_364042,,,,,,,,,,,,VA - 5.40,23.03,0.00,2018-03-16,2075-12-31
_364042,,,,,,,,,,,,VA - 7.50,23.03,0.00,2018-03-16,2075-12-31
_364042,,,,,,,,,,,,VA - 8.50,23.03,0.00,2018-03-16,2075-12-31
_364042,,,,,,,,,,,,VA - 9.00,23.03,0.00,2018-03-16,2075-12-31
_364091,MIKE & IKE ORIG THTR 5Z,1051711,,a,601 02B 250,Case - 12,12.00,,,u,_070970471254,Master,9.47,0.00,2017-05-31,2075-12-31
_364091,,,,,,,,,,,,North Carolina,9.47,0.00,2017-06-01,2075-12-31
_364091,,,,,,,,,,,,South Carolina,9.47,0.00,2017-06-01,2075-12-31
_364091,,,,,,,,,,,,VA - 1.50,9.47,0.00,2017-06-01,2075-12-31
_364091,,,,,,,,,,,,VA - 2.50,9.47,0.00,2017-06-01,2075-12-31
_364091,,,,,,,,,,,,VA - 3.00,9.47,0.00,2017-06-01,2075-12-31
_364091,,,,,,,,,,,,VA - 3.50,9.47,0.00,2017-06-01,2075-12-31
_364091,,,,,,,,,,,,VA - 4.00,9.47,0.00,2017-06-01,2075-12-31
_364091,,,,,,,,,,,,VA - 4.50,9.47,0.00,2017-06-01,2075-12-31
_364091,,,,,,,,,,,,VA - 5.00,9.47,0.00,2017-06-01,2075-12-31
_364091,,,,,,,,,,,,VA - 5.40,9.47,0.00,2017-06-01,2075-12-31
_364091,,,,,,,,,,,,VA - 7.50,9.47,0.00,2017-06-01,2075-12-31
_364091,,,,,,,,,,,,VA - 8.50,9.47,0.00,2017-06-01,2075-12-31
_364091,,,,,,,,,,,,VA - 9.00,9.47,0.00,2017-06-01,2075-12-31
_364232,MIKE & IKE ORIG THTR 5Z si,x1-1051711,,a,601 02B 250,Each,1.00,,,u,_070970471254,Master,0.91,0.00,2016-01-21,2075-12-31
_364232,,,,,,,,,,,,North Carolina,0.91,0.00,2016-01-21,2075-12-31
_364232,,,,,,,,,,,,South Carolina,0.91,0.00,2016-01-20,2075-12-31
_364232,,,,,,,,,,,,VA - 1.50,0.91,0.00,2016-01-21,2075-12-31
_364232,,,,,,,,,,,,VA - 2.50,0.91,0.00,2016-01-21,2075-12-31
_364232,,,,,,,,,,,,VA - 3.00,0.91,0.00,2016-01-21,2075-12-31
_364232,,,,,,,,,,,,VA - 3.50,0.91,0.00,2016-01-21,2075-12-31
_364232,,,,,,,,,,,,VA - 4.00,0.91,0.00,2016-01-21,2075-12-31
_364232,,,,,,,,,,,,VA - 4.50,0.91,0.00,2016-01-21,2075-12-31
_364232,,,,,,,,,,,,VA - 5.00,0.91,0.00,2016-01-21,2075-12-31
_364232,,,,,,,,,,,,VA - 5.40,0.91,0.00,2016-01-21,2075-12-31
_364232,,,,,,,,,,,,VA - 7.50,0.91,0.00,2016-01-21,2075-12-31
_364232,,,,,,,,,,,,VA - 8.50,0.91,0.00,2016-01-21,2075-12-31
_364232,,,,,,,,,,,,VA - 9.00,0.91,0.00,2016-01-21,2075-12-31
_364596,CUBERO FOIL PACK NO. 12,1067308,,a,601 01 250,Case - 10,10.00,,,u,_071737811474,Master,5.51,0.00,2016-01-21,2075-12-31
_364596,,,,,,,,,,u,_071737811481,North Carolina,5.66,0.00,2016-01-21,2075-12-31
_364596,,,,,,,,,,,,South Carolina,5.27,0.00,2016-01-20,2075-12-31
_364596,,,,,,,,,,,,VA - 1.50,5.51,0.00,2016-01-21,2075-12-31
_364596,,,,,,,,,,,,VA - 2.50,5.51,0.00,2016-01-21,2075-12-31
_364596,,,,,,,,,,,,VA - 3.00,5.51,0.00,2016-01-21,2075-12-31
_364596,,,,,,,,,,,,VA - 3.50,5.51,0.00,2016-01-21,2075-12-31
_364596,,,,,,,,,,,,VA - 4.00,5.51,0.00,2016-01-21,2075-12-31
_364596,,,,,,,,,,,,VA - 4.50,5.51,0.00,2016-01-21,2075-12-31
_364596,,,,,,,,,,,,VA - 5.00,5.51,0.00,2016-01-21,2075-12-31
_364596,,,,,,,,,,,,VA - 5.40,5.51,0.00,2016-01-21,2075-12-31
_364596,,,,,,,,,,,,VA - 7.50,5.51,0.00,2016-01-21,2075-12-31
_364596,,,,,,,,,,,,VA - 8.50,5.51,0.00,2016-01-21,2075-12-31
_364596,,,,,,,,,,,,VA - 9.00,5.51,0.00,2016-01-21,2075-12-31
_365981,ALPO BEEF 13z,41921,,a,601 30 001,Each,1.00,,,u,_011132003609,Master,0.86,0.00,2016-01-21,2075-12-31
_365981,,,,,,,,,,u,_011132125523,North Carolina,0.86,0.00,2016-01-21,2075-12-31
_365981,,,,,,,,,,,,South Carolina,0.86,0.00,2016-01-20,2075-12-31
_365981,,,,,,,,,,,,VA - 1.50,0.86,0.00,2016-01-21,2075-12-31
_365981,,,,,,,,,,,,VA - 2.50,0.86,0.00,2016-01-21,2075-12-31
_365981,,,,,,,,,,,,VA - 3.00,0.86,0.00,2016-01-21,2075-12-31
_365981,,,,,,,,,,,,VA - 3.50,0.86,0.00,2016-01-21,2075-12-31
_365981,,,,,,,,,,,,VA - 4.00,0.86,0.00,2016-01-21,2075-12-31
_365981,,,,,,,,,,,,VA - 4.50,0.86,0.00,2016-01-21,2075-12-31
_365981,,,,,,,,,,,,VA - 5.00,0.86,0.00,2016-01-21,2075-12-31
_365981,,,,,,,,,,,,VA - 5.40,0.86,0.00,2016-01-21,2075-12-31
_365981,,,,,,,,,,,,VA - 7.50,0.86,0.00,2016-01-21,2075-12-31
_365981,,,,,,,,,,,,VA - 8.50,0.86,0.00,2016-01-21,2075-12-31
_365981,,,,,,,,,,,,VA - 9.00,0.86,0.00,2016-01-21,2075-12-31
_366575,W/OWL CGRL PINAPPLE PP,1064027,,a,601 01 250,Case - 50,50.00,,,u,_031700044971,Master,25.69,0.00,1900-01-01,2075-12-31
_366575,,,,,,,,,,,,North Carolina,0.00,0.00,2015-12-15,2075-12-31
_366575,,,,,,,,,,,,South Carolina,0.00,0.00,2015-12-15,2075-12-31
_366591,MRLBRO MN SMOOTH BX,170911,,a,501 01 101,Carton - 10,10.00,,,u,_028200003225,Master,49.54,0.00,2018-03-25,2075-12-31
_366591,,,,,,,,,,u,_028200003232,North Carolina,51.04,0.00,2018-03-25,2075-12-31
_366591,,,,,,,,,,u,_028200032324,South Carolina,52.24,0.00,2018-03-25,2075-12-31
_366591,,,,,,,,,,u,_028200132208,VA - 1.50,51.04,0.00,2018-03-25,2075-12-31
_366591,,,,,,,,,,u,_028200132307,VA - 2.50,52.04,0.00,2018-03-25,2075-12-31
_366591,,,,,,,,,,,,VA - 3.00,52.54,0.00,2018-03-25,2075-12-31
_366591,,,,,,,,,,,,VA - 3.50,53.04,0.00,2018-03-25,2075-12-31
_366591,,,,,,,,,,,,VA - 4.00,53.54,0.00,2018-03-25,2075-12-31
_366591,,,,,,,,,,,,VA - 4.50,54.04,0.00,2018-03-25,2075-12-31
_366591,,,,,,,,,,,,VA - 5.00,54.54,0.00,2018-03-25,2075-12-31
_366591,,,,,,,,,,,,VA - 5.40,54.94,0.00,2018-03-25,2075-12-31
_366591,,,,,,,,,,,,VA - 7.50,57.04,0.00,2018-03-25,2075-12-31
_366591,,,,,,,,,,,,VA - 8.50,58.04,0.00,2018-03-25,2075-12-31
_366591,,,,,,,,,,,,VA - 9.00,58.54,0.00,2018-03-25,2075-12-31
_366849,GENERAL SNUS MINI MINT (ROUND),1080154,,a,601 01 410,Case - 5,5.00,,,u,_609249660008,Master,16.01,0.00,2017-09-28,2075-12-31
_366849,,,,,,,,,,u,_609249660244,North Carolina,17.84,0.00,2017-09-28,2075-12-31
_366849,,,,,,,,,,,,South Carolina,16.61,0.00,2017-09-28,2075-12-31
_366849,,,,,,,,,,,,VA - 1.50,16.01,0.00,2017-09-28,2075-12-31
_366849,,,,,,,,,,,,VA - 2.50,16.01,0.00,2017-09-28,2075-12-31
_366849,,,,,,,,,,,,VA - 3.00,16.01,0.00,2017-09-28,2075-12-31
_366849,,,,,,,,,,,,VA - 3.50,16.01,0.00,2017-09-28,2075-12-31
_366849,,,,,,,,,,,,VA - 4.00,16.01,0.00,2017-09-28,2075-12-31
_366849,,,,,,,,,,,,VA - 4.50,16.01,0.00,2017-09-28,2075-12-31
_366849,,,,,,,,,,,,VA - 5.00,16.01,0.00,2017-09-28,2075-12-31
_366849,,,,,,,,,,,,VA - 5.40,16.01,0.00,2017-09-28,2075-12-31
_366849,,,,,,,,,,,,VA - 7.50,16.01,0.00,2017-09-28,2075-12-31
_366849,,,,,,,,,,,,VA - 8.50,16.01,0.00,2017-09-28,2075-12-31
_366849,,,,,,,,,,,,VA - 9.00,16.01,0.00,2017-09-28,2075-12-31
_368159,LIL NEC SLANT TWEEZERS,10161096,,a,601 15A 000,Each,1.00,,,u,_792554104043,Master,0.00,0.00,2016-01-18,2075-12-31
_368498,PEP FARM MILANO COOKIE,168095,,a,601 03 000,Case - 14,14.00,,,u,_014100088844,Master,9.87,0.00,2016-01-21,2075-12-31
_368498,,,,,,,,,,,,North Carolina,9.87,0.00,2016-01-21,2075-12-31
_368498,,,,,,,,,,,,South Carolina,9.87,0.00,2016-01-20,2075-12-31
_368498,,,,,,,,,,,,VA - 1.50,9.87,0.00,2016-01-21,2075-12-31
_368498,,,,,,,,,,,,VA - 2.50,9.87,0.00,2016-01-21,2075-12-31
_368498,,,,,,,,,,,,VA - 3.00,9.87,0.00,2016-01-21,2075-12-31
_368498,,,,,,,,,,,,VA - 3.50,9.87,0.00,2016-01-21,2075-12-31
_368498,,,,,,,,,,,,VA - 4.00,9.87,0.00,2016-01-21,2075-12-31
_368498,,,,,,,,,,,,VA - 4.50,9.87,0.00,2016-01-21,2075-12-31
_368498,,,,,,,,,,,,VA - 5.00,9.87,0.00,2016-01-21,2075-12-31
_368498,,,,,,,,,,,,VA - 5.40,9.87,0.00,2016-01-21,2075-12-31
_368498,,,,,,,,,,,,VA - 7.50,9.87,0.00,2016-01-21,2075-12-31
_368498,,,,,,,,,,,,VA - 8.50,9.87,0.00,2016-01-21,2075-12-31
_368498,,,,,,,,,,,,VA - 9.00,9.87,0.00,2016-01-21,2075-12-31
_369843,CHILI,185001,,a,218 20 001,Case - 10,10.00,,,u,_642984801664,Master,60.51,0.00,1900-01-01,2075-12-31
_369843,,,,,,,,,,,,South Carolina,60.51,0.00,2017-10-19,2075-12-31
_369975,TOP SUPEROLL MN TWN PK,10178035,,a,601 01 600,Case - 6,6.00,,,u,_077170460521,Master,31.15,0.00,1900-01-01,2075-12-31
_369975,,,,,,,,,,,,North Carolina,0.00,0.00,2015-12-15,2075-12-31
_369975,,,,,,,,,,,,South Carolina,0.00,0.00,2015-12-15,2075-12-31
_371237,POWERBAR TRIPLE THREAT CHOC/PN,160333,,a,601 04 000,Box - 15,15.00,,,u,_097421090079,Master,14.42,0.00,2016-01-21,2075-12-31
_371237,,,,,,,,,,u,_097421090703,North Carolina,14.42,0.00,2016-01-21,2075-12-31
_371237,,,,,,,,,,,,South Carolina,14.42,0.00,2016-01-20,2075-12-31
_371237,,,,,,,,,,,,VA - 1.50,14.42,0.00,2016-01-21,2075-12-31
_371237,,,,,,,,,,,,VA - 2.50,14.42,0.00,2016-01-21,2075-12-31
_371237,,,,,,,,,,,,VA - 3.00,14.42,0.00,2016-01-21,2075-12-31
_371237,,,,,,,,,,,,VA - 3.50,14.42,0.00,2016-01-21,2075-12-31
_371237,,,,,,,,,,,,VA - 4.00,14.42,0.00,2016-01-21,2075-12-31
_371237,,,,,,,,,,,,VA - 4.50,14.42,0.00,2016-01-21,2075-12-31
_371237,,,,,,,,,,,,VA - 5.00,14.42,0.00,2016-01-21,2075-12-31
_371237,,,,,,,,,,,,VA - 5.40,14.42,0.00,2016-01-21,2075-12-31
_371237,,,,,,,,,,,,VA - 7.50,14.42,0.00,2016-01-21,2075-12-31
_371237,,,,,,,,,,,,VA - 8.50,14.42,0.00,2016-01-21,2075-12-31
_371237,,,,,,,,,,,,VA - 9.00,14.42,0.00,2016-01-21,2075-12-31
_373456,LTL TREE AF VANILLA,21172,,a,601 20B 000,Each,1.00,,,u,_076171101051,Master,0.49,0.00,2016-05-02,2075-12-31
_373456,,,,,,,,,,,,North Carolina,0.49,0.00,2016-05-02,2075-12-31
_373456,,,,,,,,,,,,South Carolina,0.49,0.00,2016-05-02,2075-12-31
_373456,,,,,,,,,,,,VA - 1.50,0.49,0.00,2016-05-02,2075-12-31
_373456,,,,,,,,,,,,VA - 2.50,0.49,0.00,2016-05-02,2075-12-31
_373456,,,,,,,,,,,,VA - 3.00,0.49,0.00,2016-05-02,2075-12-31
_373456,,,,,,,,,,,,VA - 3.50,0.49,0.00,2016-05-02,2075-12-31
_373456,,,,,,,,,,,,VA - 4.00,0.49,0.00,2016-05-02,2075-12-31
_373456,,,,,,,,,,,,VA - 4.50,0.49,0.00,2016-05-02,2075-12-31
_373456,,,,,,,,,,,,VA - 5.00,0.49,0.00,2016-05-02,2075-12-31
_373456,,,,,,,,,,,,VA - 5.40,0.49,0.00,2016-05-02,2075-12-31
_373456,,,,,,,,,,,,VA - 7.50,0.49,0.00,2016-05-02,2075-12-31
_373456,,,,,,,,,,,,VA - 8.50,0.49,0.00,2016-05-02,2075-12-31
_373456,,,,,,,,,,,,VA - 9.00,0.49,0.00,2016-05-02,2075-12-31
_377440,SKOAL XTRA L/C WGN $2.19~ SINGLE,1067278,,a,601 01 420,Case - 5,5.00,,,u,_073100005541,Master,7.69,0.00,1900-01-01,2075-12-31
_377440,,,,,,,,,,,,North Carolina,0.00,0.00,2015-12-15,2075-12-31
_377440,,,,,,,,,,,,South Carolina,0.00,0.00,2015-12-15,2075-12-31
_377440,,,,,,,,,,,,Contract,0.00,0.00,2016-04-18,2075-12-31
_377671,GMC BRKFST BLND KC SS,1075539,,a,601 33 000,Each,1.00,,,u,_099555165548,Master,1.96,0.00,2016-03-10,2075-12-31
_377671,,,,,,,,,,,,North Carolina,1.96,0.00,2016-03-10,2075-12-31
_377671,,,,,,,,,,,,South Carolina,1.96,0.00,2016-03-10,2075-12-31
_377671,,,,,,,,,,,,VA - 1.50,1.96,0.00,2016-03-10,2075-12-31
_377671,,,,,,,,,,,,VA - 2.50,1.96,0.00,2016-03-10,2075-12-31
_377671,,,,,,,,,,,,VA - 3.00,1.96,0.00,2016-03-10,2075-12-31
_377671,,,,,,,,,,,,VA - 3.50,1.96,0.00,2016-03-10,2075-12-31
_377671,,,,,,,,,,,,VA - 4.00,1.96,0.00,2016-03-10,2075-12-31
_377671,,,,,,,,,,,,VA - 4.50,1.96,0.00,2016-03-10,2075-12-31
_377671,,,,,,,,,,,,VA - 5.00,1.96,0.00,2016-03-10,2075-12-31
_377671,,,,,,,,,,,,VA - 5.40,1.96,0.00,2016-03-10,2075-12-31
_377671,,,,,,,,,,,,VA - 7.50,1.96,0.00,2016-03-10,2075-12-31
_377671,,,,,,,,,,,,VA - 8.50,1.96,0.00,2016-03-10,2075-12-31
_377671,,,,,,,,,,,,VA - 9.00,1.96,0.00,2016-03-10,2075-12-31
_378869,GAME LEAF BLACK CHERRY 2CT,1078285,,a,601 01 255,Case - 15,15.00,,,u,_031700050477,Master,11.22,0.00,1900-01-01,2075-12-31
_378869,,,,,,,,,,,,North Carolina,11.53,0.00,1900-01-01,2075-12-31
_378869,,,,,,,,,,,,South Carolina,10.73,0.00,1900-01-01,2075-12-31
_378869,,,,,,,,,,,,Contract,0.00,0.00,2016-04-18,2075-12-31
_379461,QACOD TEST STRIP #2951,140021,,a,94 01 000,Case - 100,100.00,,,u,_637395035975,Master,5.22,0.00,2016-02-18,2075-12-31
_379461,,,,,,,,,,u,_642984482917,North Carolina,5.31,0.00,2016-02-18,2075-12-31
_379461,,,,,,,,,,u,_643739503598,South Carolina,5.36,0.00,2017-05-04,2075-12-31
_379461,,,,,,,,,,,,VA - 1.50,5.22,0.00,2016-02-18,2075-12-31
_379461,,,,,,,,,,,,VA - 2.50,5.22,0.00,2016-02-18,2075-12-31
_379461,,,,,,,,,,,,VA - 3.00,5.22,0.00,2016-02-18,2075-12-31
_379461,,,,,,,,,,,,VA - 3.50,5.22,0.00,2016-02-18,2075-12-31
_379461,,,,,,,,,,,,VA - 4.00,5.22,0.00,2016-02-18,2075-12-31
_379461,,,,,,,,,,,,VA - 4.50,5.22,0.00,2016-02-18,2075-12-31
_379461,,,,,,,,,,,,VA - 5.00,5.26,0.00,2016-02-18,2075-12-31
_379461,,,,,,,,,,,,VA - 5.40,5.22,0.00,2016-02-18,2075-12-31
_379461,,,,,,,,,,,,VA - 7.50,5.26,0.00,2016-02-18,2075-12-31
_379461,,,,,,,,,,,,VA - 8.50,5.26,0.00,2016-02-18,2075-12-31
_379461,,,,,,,,,,,,VA - 9.00,5.26,0.00,2016-02-18,2075-12-31
_380402,PACKET HOT SAUCE,165787,,a,218 02 001,Case - 200,200.00,,,u,_013000714204,Master,12.23,0.38,2018-01-04,2075-12-31
_380402,,,,,,,,,,,,North Carolina,12.23,0.38,2018-01-04,2075-12-31
_380402,,,,,,,,,,,,South Carolina,12.23,0.38,2018-01-04,2075-12-31
_380402,,,,,,,,,,,,VA - 1.50,12.23,0.38,2018-01-04,2075-12-31
_380402,,,,,,,,,,,,VA - 2.50,12.23,0.38,2018-01-04,2075-12-31
_380402,,,,,,,,,,,,VA - 3.00,12.23,0.38,2018-01-04,2075-12-31
_380402,,,,,,,,,,,,VA - 3.50,12.23,0.38,2018-01-04,2075-12-31
_380402,,,,,,,,,,,,VA - 4.00,12.23,0.38,2018-01-04,2075-12-31
_380402,,,,,,,,,,,,VA - 4.50,12.23,0.38,2018-01-04,2075-12-31
_380402,,,,,,,,,,,,VA - 5.00,12.23,0.38,2018-01-04,2075-12-31
_380402,,,,,,,,,,,,VA - 5.40,12.23,0.38,2018-01-04,2075-12-31
_380402,,,,,,,,,,,,VA - 7.50,12.23,0.38,2018-01-04,2075-12-31
_380402,,,,,,,,,,,,VA - 8.50,12.23,0.38,2018-01-04,2075-12-31
_380402,,,,,,,,,,,,VA - 9.00,12.23,0.38,2018-01-04,2075-12-31
_382747,MENTOS SF WINTERGRN MINT,1053735,,a,601 02A 720,Box - 12,12.00,,,u,_073390006679,Master,0.00,0.00,2016-01-18,2075-12-31
_383497,WAYNE DRESSER THERMAL ROL/2.31X425 PK24,10184047,,a,77 01 000,Case - 24,24.00,,,u,_082867037177,Master,71.07,0.00,2018-04-16,2075-12-31
_383497,,,,,,,,,,,,North Carolina,72.21,0.00,2018-04-16,2075-12-31
_383497,,,,,,,,,,,,South Carolina,72.89,0.00,2018-04-16,2075-12-31
_383497,,,,,,,,,,,,VA - 1.50,71.07,0.00,2018-04-16,2075-12-31
_383497,,,,,,,,,,,,VA - 2.50,71.07,0.00,2018-04-16,2075-12-31
_383497,,,,,,,,,,,,VA - 3.00,71.07,0.00,2018-04-16,2075-12-31
_383497,,,,,,,,,,,,VA - 3.50,71.07,0.00,2018-04-16,2075-12-31
_383497,,,,,,,,,,,,VA - 4.00,71.07,0.00,2018-04-16,2075-12-31
_383497,,,,,,,,,,,,VA - 4.50,71.07,0.00,2018-04-16,2075-12-31
_383497,,,,,,,,,,,,VA - 5.00,71.54,0.00,2018-04-16,2075-12-31
_383497,,,,,,,,,,,,VA - 5.40,71.07,0.00,2018-04-16,2075-12-31
_383497,,,,,,,,,,,,VA - 7.50,71.54,0.00,2018-04-16,2075-12-31
_383497,,,,,,,,,,,,VA - 8.50,71.54,0.00,2018-04-16,2075-12-31
_383497,,,,,,,,,,,,VA - 9.00,71.54,0.00,2018-04-16,2075-12-31
_386383,CAMEL BLU BX B1G$.50 OFF,1056161,,a,501 01 800,Carton - 10,10.00,,,u,_012300509749,Master,42.64,5.00,2017-03-23,2075-12-31
_386383,,,,,,,,,,u,_012300509756,North Carolina,44.14,5.00,2017-03-23,2075-12-31
_386383,,,,,,,,,,,,South Carolina,45.34,5.00,2017-03-23,2075-12-31
_386383,,,,,,,,,,,,VA - 1.50,44.14,5.00,2017-03-23,2075-12-31
_386383,,,,,,,,,,,,VA - 2.50,45.14,5.00,2017-03-23,2075-12-31
_386383,,,,,,,,,,,,VA - 3.00,45.64,5.00,2017-03-23,2075-12-31
_386383,,,,,,,,,,,,VA - 3.50,46.14,5.00,2017-03-23,2075-12-31
_386383,,,,,,,,,,,,VA - 4.00,46.64,5.00,2017-03-23,2075-12-31
_386383,,,,,,,,,,,,VA - 4.50,47.14,5.00,2017-03-23,2075-12-31
_386383,,,,,,,,,,,,VA - 5.00,47.64,5.00,2017-03-23,2075-12-31
_386383,,,,,,,,,,,,VA - 5.40,48.04,5.00,2017-03-23,2075-12-31
_386383,,,,,,,,,,,,VA - 7.50,50.14,5.00,2017-03-23,2075-12-31
_386383,,,,,,,,,,,,VA - 8.50,51.14,5.00,2017-03-23,2075-12-31
_386383,,,,,,,,,,,,VA - 9.00,51.64,5.00,2017-03-23,2075-12-31
_386383,,,,,,,,,,,,Contract,0.00,0.00,2016-04-18,2075-12-31
_386607,CHARLESTON MINI CHEW THTR,7148984,,a,601 02B 250,Each,1.00,,,u,_071720531501,Master,0.92,0.00,1900-01-01,2075-12-31
_386607,,,,,,,,,,u,_071720531907,North Carolina,0.92,0.00,2016-04-21,2075-12-31
_386607,,,,,,,,,,u,_071720531938,South Carolina,0.92,0.00,2016-04-21,2075-12-31
_386607,,,,,,,,,,u,_071720532935,VA - 1.50,0.92,0.00,2016-04-21,2075-12-31
_386607,,,,,,,,,,,,VA - 2.50,0.92,0.00,2016-04-21,2075-12-31
_386607,,,,,,,,,,,,VA - 3.00,0.92,0.00,2016-04-21,2075-12-31
_386607,,,,,,,,,,,,VA - 3.50,0.92,0.00,2016-04-21,2075-12-31
